GEOID,NAME,med_age_estimate,population_estimate,total_race_estimate,white_estimate,med_inc_estimate,owners_estimate,renters_estimate,perc_poverty_estimate,med_age_moe,population_moe,total_race_moe,white_moe,med_inc_moe,owners_moe,renters_moe,perc_poverty_moe,census_tract,counts
36047015900,Census Tract 159; Kings County; New York,38.9,5232,5232,319,203936,1350,1130,5.9,1.6,677,677,199,38736,184,269,3.0,36047015900,5
36047016000,Census Tract 160; Kings County; New York,37.0,4603,4603,212,96411,307,1460,8.9,6.5,716,716,168,21312,116,235,4.6,36047016000,12
36047016100,Census Tract 161; Kings County; New York,38.8,3729,3729,315,168594,602,937,1.9,2.8,392,392,229,28307,136,128,1.5,36047016100,5
36047016200,Census Tract 162; Kings County; New York,43.8,2289,2289,117,87446,450,677,16.7,4.3,387,387,126,25521,116,209,9.4,36047016200,1
36047016300,Census Tract 163; Kings County; New York,34.9,4004,4004,669,145481,608,1143,7.5,2.5,608,608,230,41016,101,183,4.1,36047016300,3
36047016700,Census Tract 167; Kings County; New York,43.2,4756,4756,63,207095,975,1325,3.9,4.3,687,687,60,28766,455,253,2.6,36047016700,2
36047016900,Census Tract 169; Kings County; New York,38.3,5635,5635,43,155873,754,1305,11.0,2.8,999,999,50,22508,186,315,10.1,36047016900,4
36047017000,Census Tract 170; Kings County; New York,43.0,3417,3417,82,98095,602,472,14.2,5.4,597,597,91,19670,173,121,6.3,36047017000,2
36047017100,Census Tract 171; Kings County; New York,39.5,4271,4271,12,158269,644,990,2.4,1.5,751,751,15,30748,109,263,1.6,36047017100,5
36047017200,Census Tract 172; Kings County; New York,39.9,3098,3098,52,127188,455,531,2.1,4.9,583,583,68,79303,138,151,1.7,36047017200,5
36047017400,Census Tract 174; Kings County; New York,40.4,2293,2293,0,101701,448,283,11.1,3.8,327,327,13,20372,81,67,7.0,36047017400,2
36047017800,Census Tract 178; Kings County; New York,38.4,2812,2812,30,73417,314,547,9.1,5.3,511,511,31,22791,88,110,6.1,36047017800,2
36047018000,Census Tract 180; Kings County; New York,39.6,3145,3145,0,62637,421,692,12.4,6.6,749,749,13,9509,113,163,7.4,36047018000,3
36047018100,Census Tract 181; Kings County; New York,36.3,4037,4037,588,164904,453,1590,5.4,2.8,551,551,286,41213,133,256,2.8,36047018100,4
36047018200,Census Tract 182; Kings County; New York,37.8,3332,3332,0,66083,543,553,9.8,2.7,526,526,13,12683,140,121,4.1,36047018200,4
36047018300,Census Tract 183; Kings County; New York,34.7,2741,2741,256,182401,383,908,4.9,1.9,469,469,123,49034,120,162,2.6,36047018300,1
36047018501,Census Tract 185.01; Kings County; New York,35.2,4791,4791,2683,46723,206,1600,20.9,3.4,604,604,600,10261,236,131,6.3,36047018501,1
36047018600,Census Tract 186; Kings County; New York,46.5,2115,2115,0,77500,346,334,10.8,8.4,499,499,13,15682,89,98,6.5,36047018600,1
36047018700,Census Tract 187; Kings County; New York,35.3,1460,1460,368,116842,203,317,10.8,2.3,261,261,179,27952,78,45,4.0,36047018700,2
36047018800,Census Tract 188; Kings County; New York,42.3,2867,2867,2,68304,458,634,17.2,5.2,475,475,4,32549,95,289,8.5,36047018800,4
36047019000,Census Tract 190; Kings County; New York,35.1,4614,4614,37,63289,304,1270,13.5,5.0,875,875,39,32121,105,321,6.5,36047019000,4
36047019100,Census Tract 191; Kings County; New York,32.5,2852,2852,299,148051,426,735,10.8,1.1,561,561,135,35648,122,170,8.6,36047019100,7
36047019200,Census Tract 192; Kings County; New York,34.2,2792,2792,7,63807,284,445,18.5,6.3,650,650,6,12080,69,103,8.2,36047019200,4
36047019300,Census Tract 193; Kings County; New York,31.4,5774,5774,1802,72806,1248,1235,17.9,2.4,548,548,397,5883,359,222,7.9,36047019300,2
36047019400,Census Tract 194; Kings County; New York,39.1,3149,3149,11,49309,455,626,30.3,6.2,825,825,22,31421,195,297,11.0,36047019400,2
36047019600,Census Tract 196; Kings County; New York,44.0,4845,4845,383,82500,614,972,26.4,1.7,630,630,420,12801,289,176,8.5,36047019600,5
36047019700,Census Tract 197; Kings County; New York,41.5,3680,3680,918,114191,963,779,5.2,1.2,506,506,255,28886,174,187,2.5,36047019700,3
36047019800,Census Tract 198; Kings County; New York,38.9,2057,2057,1,81719,408,289,10.4,6.4,279,279,2,32010,122,81,6.9,36047019800,4
36047019900,Census Tract 199; Kings County; New York,32.8,3582,3582,730,123107,255,1696,10.3,1.5,545,545,369,10391,97,312,4.6,36047019900,1
36047020000,Census Tract 200; Kings County; New York,43.5,2306,2306,5,91750,408,299,18.5,5.4,437,437,7,16989,77,118,10.2,36047020000,1
36047020100,Census Tract 201; Kings County; New York,36.3,4254,4254,1104,142589,634,1356,8.4,1.4,534,534,279,18357,151,182,5.4,36047020100,6
36047020300,Census Tract 203; Kings County; New York,33.9,2057,2057,260,191083,312,493,8.4,4.1,274,274,103,43019,66,91,6.9,36047020300,4
36047020500,Census Tract 205; Kings County; New York,35.0,3555,3555,412,149643,631,949,4.2,2.2,540,540,141,16589,168,125,2.2,36047020500,2
36047020600,Census Tract 206; Kings County; New York,39.0,2499,2499,13,95104,568,244,18.3,4.2,423,423,21,39333,105,93,11.6,36047020600,1
36047020700,Census Tract 207; Kings County; New York,36.9,4562,4562,368,175833,1071,1225,4.9,2.1,614,614,201,35148,212,266,3.3,36047020700,3
36047020800,Census Tract 208; Kings County; New York,45.3,3148,3148,83,62723,555,665,8.9,8.0,543,543,134,42283,363,140,5.1,36047020800,1
36047021000,Census Tract 210; Kings County; New York,36.0,4041,4041,84,64250,544,682,28.8,4.0,601,601,104,21593,187,154,10.7,36047021000,3
36047021100,Census Tract 211; Kings County; New York,35.6,2604,2604,1075,87850,247,874,12.4,2.6,384,384,319,21641,63,126,5.0,36047021100,4
36047021200,Census Tract 212; Kings County; New York,37.3,3986,3986,55,62519,411,864,24.3,3.9,696,696,83,24562,157,216,8.6,36047021200,2
36047021300,Census Tract 213; Kings County; New York,39.2,4650,4650,2968,80275,81,1944,20.6,4.1,856,856,857,19887,46,293,13.0,36047021300,1
36047021400,Census Tract 214; Kings County; New York,26.5,2565,2565,0,78272,214,315,30.9,8.2,513,513,13,18295,80,92,13.0,36047021400,1
36047021500,Census Tract 215; Kings County; New York,37.5,6014,6014,1915,109130,767,1961,10.1,2.2,857,857,444,23109,163,319,7.0,36047021500,3
36047021700,Census Tract 217; Kings County; New York,33.8,3736,3736,1180,88828,298,1469,14.5,3.2,489,489,250,24065,119,183,5.4,36047021700,4
36047021800,Census Tract 218; Kings County; New York,22.5,3035,3035,0,66169,247,593,10.9,6.8,788,788,13,34522,104,141,9.8,36047021800,1
36047021900,Census Tract 219; Kings County; New York,33.7,4191,4191,2127,114750,417,1316,11.7,2.4,705,705,733,39319,162,148,6.7,36047021900,2
36047022000,Census Tract 220; Kings County; New York,19.4,4989,4989,24,44716,195,954,57.8,3.8,1043,1043,29,11385,92,250,12.4,36047022000,4
36047022100,Census Tract 221; Kings County; New York,35.4,3703,3703,1751,63636,319,1153,27.7,3.5,607,607,538,30226,235,133,7.9,36047022100,2
36047022200,Census Tract 222; Kings County; New York,21.2,4051,4051,0,48594,242,830,46.3,4.6,979,979,13,20393,94,225,13.0,36047022200,6
36047022400,Census Tract 224; Kings County; New York,21.0,5656,5656,10,57457,504,781,24.2,7.4,1192,1192,12,18356,214,141,10.0,36047022400,2
36047022600,Census Tract 226; Kings County; New York,20.6,2469,2469,0,79022,267,289,9.3,8.9,663,663,13,28587,108,84,4.5,36047022600,1
36047022700,Census Tract 227; Kings County; New York,33.3,4360,4360,1331,122400,460,1466,9.5,2.1,871,871,328,29467,185,172,3.5,36047022700,6
36047022900,Census Tract 229; Kings County; New York,32.7,3490,3490,947,121997,419,1122,13.0,1.6,614,614,245,16018,120,254,5.2,36047022900,1
36047023000,Census Tract 230; Kings County; New York,19.1,4243,4243,78,53208,288,671,40.1,4.3,1291,1291,90,24950,94,168,18.9,36047023000,3
36047023100,Census Tract 231; Kings County; New York,33.6,3475,3475,950,150288,438,1245,7.8,2.1,412,412,224,40885,115,203,3.2,36047023100,2
36047023200,Census Tract 232; Kings County; New York,15.5,6422,6422,1,62973,347,834,32.6,2.2,1413,1413,2,18801,125,195,12.9,36047023200,1
36047023300,Census Tract 233; Kings County; New York,31.5,6821,6821,2465,80000,536,1652,32.7,2.1,1113,1113,879,54480,199,272,15.6,36047023300,8
36047023800,Census Tract 238; Kings County; New York,16.7,4734,4734,0,40335,214,911,30.8,4.7,1041,1041,13,7466,93,187,12.8,36047023800,1
36047024000,Census Tract 240; Kings County; New York,20.0,6050,6050,156,43371,342,1170,44.6,3.5,1009,1009,152,15648,120,232,11.7,36047024000,1
36047024100,Census Tract 241; Kings County; New York,30.6,2926,2926,351,76528,175,915,33.9,2.2,733,733,167,15734,104,149,12.1,36047024100,2
36047024200,Census Tract 242; Kings County; New York,23.6,2916,2916,15,56250,319,381,18.2,4.6,555,555,30,6607,77,96,9.1,36047024200,1
36047024300,Census Tract 243; Kings County; New York,37.3,4311,4311,1920,94107,685,1280,13.5,1.8,783,783,696,46173,193,231,5.5,36047024300,2
36047024400,Census Tract 244; Kings County; New York,25.6,3478,3478,2,58342,345,618,37.4,6.3,648,648,4,18842,84,200,11.5,36047024400,1
36047024500,Census Tract 245; Kings County; New York,35.3,4488,4488,2301,100547,585,1400,10.8,1.6,536,536,489,12923,161,195,5.0,36047024500,8
36047024600,Census Tract 246; Kings County; New York,33.5,3432,3432,57,76652,441,438,14.6,3.7,536,536,46,16123,84,86,6.2,36047024600,1
36047024700,Census Tract 247; Kings County; New York,31.1,2839,2839,1043,63200,149,1157,27.6,5.2,438,438,353,34166,91,287,8.0,36047024700,9
36047024800,Census Tract 248; Kings County; New York,32.7,2479,2479,0,61466,381,365,16.4,2.2,418,418,13,21324,93,105,9.5,36047024800,3
36047024900,Census Tract 249; Kings County; New York,32.7,3892,3892,1494,85871,251,1626,17.6,0.9,689,689,497,21645,105,223,6.3,36047024900,2
36047025000,Census Tract 250; Kings County; New York,42.3,1712,1712,8,51875,237,316,18.5,11.8,477,477,12,17149,55,82,6.1,36047025000,2
36047025100,Census Tract 251; Kings County; New York,31.9,4416,4416,2270,56111,313,1383,32.0,1.6,610,610,770,22353,216,234,12.6,36047025100,7
36047025200,Census Tract 252; Kings County; New York,37.8,5057,5057,94,54750,429,1465,19.2,4.6,759,759,121,9312,119,251,7.5,36047025200,4
36047025300,Census Tract 253; Kings County; New York,30.2,3907,3907,1455,87981,409,924,18.7,2.5,781,781,645,32677,163,181,14.3,36047025300,2
36047025400,Census Tract 254; Kings County; New York,38.6,3145,3145,0,83637,521,694,15.9,6.1,848,848,13,15371,218,235,11.4,36047025400,1
36047025600,Census Tract 256; Kings County; New York,41.8,3005,3005,0,69181,418,699,13.3,8.8,693,693,13,26121,82,393,7.1,36047025600,1
36047025700,Census Tract 257; Kings County; New York,29.7,2892,2892,370,106579,171,691,18.3,1.9,580,580,201,56131,84,137,9.1,36047025700,6
36047025800,Census Tract 258; Kings County; New York,39.4,4119,4119,95,57431,336,1140,29.9,4.3,746,746,110,14467,117,161,10.8,36047025800,3
36047025901,Census Tract 259.01; Kings County; New York,29.4,2144,2144,794,75341,101,688,30.7,2.3,266,266,210,36187,54,127,9.8,36047025901,3
36047026000,Census Tract 260; Kings County; New York,43.3,3116,3116,24,61118,476,592,11.4,5.4,585,585,37,18802,101,137,6.1,36047026000,6
36047026100,Census Tract 261; Kings County; New York,30.7,5504,5504,2259,81827,26,2205,34.3,1.9,674,674,538,21261,57,211,10.6,36047026100,5
36047026200,Census Tract 262; Kings County; New York,42.4,2729,2729,51,107760,446,347,11.0,5.8,490,490,65,26578,83,86,5.2,36047026200,1
36047026300,Census Tract 263; Kings County; New York,32.2,2253,2253,1417,77546,253,715,19.6,3.4,385,385,378,11240,87,147,7.4,36047026300,4
36047026400,Census Tract 264; Kings County; New York,38.9,4423,4423,25,73029,416,1166,15.4,6.3,652,652,27,7158,265,131,7.0,36047026400,4
36047026500,Census Tract 265; Kings County; New York,34.1,4187,4187,2045,77545,453,1416,22.4,4.2,587,587,523,27373,111,250,10.5,36047026500,5
36047026600,Census Tract 266; Kings County; New York,35.6,3624,3624,0,51724,465,653,15.1,6.5,549,549,13,4887,113,136,6.7,36047026600,3
36047026700,Census Tract 267; Kings County; New York,36.0,4701,4701,1973,121771,527,1445,9.7,1.9,599,599,548,29787,166,231,4.9,36047026700,3
36047026900,Census Tract 269; Kings County; New York,33.2,3038,3038,1111,89573,387,850,16.6,1.9,666,666,337,12867,147,152,8.7,36047026900,4
36047027100,Census Tract 271; Kings County; New York,33.4,3703,3703,2442,96016,240,1133,13.7,1.5,517,517,480,36790,72,198,5.1,36047027100,4
36047027200,Census Tract 272; Kings County; New York,40.7,3980,3980,0,64286,487,899,22.9,4.9,527,527,13,27559,233,112,11.0,36047027200,2
36047027300,Census Tract 273; Kings County; New York,35.2,3960,3960,2985,95735,542,898,12.4,6.5,979,979,940,15354,166,157,8.6,36047027300,1
36047027400,Census Tract 274; Kings County; New York,48.0,3451,3451,37,51738,462,481,15.2,7.6,601,601,44,9495,111,126,6.9,36047027400,1
36047027500,Census Tract 275; Kings County; New York,35.5,4695,4695,3180,85466,651,1180,20.2,2.4,859,859,894,10238,171,196,7.9,36047027500,3
36047027600,Census Tract 276; Kings County; New York,39.0,3740,3740,30,60652,253,1095,16.7,3.9,529,529,46,15450,111,279,9.4,36047027600,6
36047027700,Census Tract 277; Kings County; New York,32.0,4198,4198,3087,67926,335,1251,20.7,5.7,783,783,695,21110,120,194,8.1,36047027700,4
36047027800,Census Tract 278; Kings County; New York,34.8,3124,3124,124,66113,319,830,12.1,5.3,544,544,104,9867,156,128,4.8,36047027800,5
36047027900,Census Tract 279; Kings County; New York,35.1,3711,3711,1999,65433,521,1163,22.5,7.1,635,635,523,13834,176,224,9.1,36047027900,4
36047028000,Census Tract 280; Kings County; New York,42.9,1828,1828,90,84076,370,261,6.4,6.7,299,299,91,25219,64,82,3.6,36047028000,1
36047028100,Census Tract 281; Kings County; New York,28.1,5196,5196,2923,43176,135,1683,30.3,2.3,1063,1063,1001,8719,52,153,13.1,36047028100,9
36047028200,Census Tract 282; Kings County; New York,45.9,3092,3092,239,51646,572,664,14.2,6.0,573,573,198,15578,193,161,7.5,36047028200,2
36047028300,Census Tract 283; Kings County; New York,34.9,4115,4115,1629,43254,208,1387,32.8,5.9,584,584,540,14140,178,135,10.0,36047028300,5
36047028400,Census Tract 284; Kings County; New York,37.3,3328,3328,0,58373,211,1146,19.4,8.7,408,408,13,16987,78,234,7.0,36047028400,5
36047028501,Census Tract 285.01; Kings County; New York,35.0,459,459,78,55192,0,226,33.2,2.3,126,126,48,15080,13,60,16.1,36047028501,6
36047028600,Census Tract 286; Kings County; New York,34.0,5581,5581,300,45918,143,1740,31.5,2.5,1130,1130,181,4557,99,202,13.3,36047028600,5
36047028700,Census Tract 287; Kings County; New York,31.8,3151,3151,1254,58247,163,1101,28.6,6.0,480,480,351,19818,117,185,14.6,36047028700,3
36047028800,Census Tract 288; Kings County; New York,40.5,3150,3150,9,58000,287,809,17.3,5.8,991,991,15,26041,177,115,8.9,36047028800,3
36047028900,Census Tract 289; Kings County; New York,35.0,3678,3678,2257,42456,261,1287,28.4,4.2,766,766,890,24272,136,268,10.4,36047028900,5
36047029000,Census Tract 290; Kings County; New York,48.6,3232,3232,0,55545,254,1222,28.5,5.7,355,355,13,15781,80,209,8.7,36047029000,3
36047029100,Census Tract 291; Kings County; New York,33.6,3599,3599,2162,101719,335,1078,17.6,2.3,525,525,411,25099,128,155,10.2,36047029100,3
36047029200,Census Tract 292; Kings County; New York,42.2,2717,2717,119,45708,230,811,20.6,7.5,319,319,102,13263,58,121,8.3,36047029200,4
36047029300,Census Tract 293; Kings County; New York,38.2,3572,3572,2267,52361,323,1140,19.0,3.7,672,672,638,35453,101,152,9.6,36047029300,3
36047029400,Census Tract 294; Kings County; New York,49.5,2587,2587,285,82784,163,504,17.9,5.5,322,322,91,39312,100,123,9.8,36047029400,2
36047029500,Census Tract 295; Kings County; New York,37.0,4198,4198,2424,100750,824,1072,18.4,3.4,779,779,755,27970,146,308,13.5,36047029500,2
36047029600,Census Tract 296; Kings County; New York,37.8,6101,6101,107,58407,381,1656,38.1,4.2,960,960,98,12754,161,276,12.2,36047029600,5
36047029700,Census Tract 297; Kings County; New York,38.8,4725,4725,3541,86225,886,880,15.9,3.3,649,649,611,19686,165,206,6.9,36047029700,2
36047029800,Census Tract 298; Kings County; New York,32.4,4183,4183,124,55214,388,789,29.2,7.9,824,824,186,8555,107,147,12.3,36047029800,1
36047029900,Census Tract 299; Kings County; New York,34.9,2578,2578,1451,66989,311,602,35.2,5.4,607,607,495,21850,83,185,14.6,36047029900,5
36047030000,Census Tract 300; Kings County; New York,37.1,4283,4283,257,52279,478,836,28.0,5.5,578,578,229,26178,132,151,10.8,36047030000,3
36047030100,Census Tract 301; Kings County; New York,34.2,3172,3172,2231,110938,379,724,22.4,3.0,654,654,521,51342,119,203,9.1,36047030100,5
36047030300,Census Tract 303; Kings County; New York,40.6,4931,4931,3879,35679,347,1802,29.2,10.3,603,603,620,18730,131,231,8.7,36047030300,1
36047030400,Census Tract 304; Kings County; New York,43.8,4150,4150,114,53693,451,1146,23.8,6.4,529,529,116,13238,111,162,8.8,36047030400,2
36047030500,Census Tract 305; Kings County; New York,35.4,7457,7457,2534,127313,218,2943,9.5,2.0,668,668,610,24047,126,234,5.3,36047030500,6
36047030700,Census Tract 307; Kings County; New York,41.6,6297,6297,4818,42902,468,2597,28.4,4.0,947,947,856,17643,445,429,11.9,36047030700,2
36047030800,Census Tract 308; Kings County; New York,52.2,1905,1905,0,64545,525,205,7.8,8.1,329,329,13,31228,109,69,4.7,36047030800,2
36047030900,Census Tract 309; Kings County; New York,30.9,2671,2671,2024,67969,266,655,28.5,3.0,619,619,520,40338,99,169,12.6,36047030900,3
36047031100,Census Tract 311; Kings County; New York,35.9,2825,2825,1893,82726,244,949,19.1,7.0,529,529,414,15267,114,186,9.5,36047031100,5
36047031300,Census Tract 313; Kings County; New York,41.5,5054,5054,3191,98828,453,1746,19.1,7.4,835,835,709,17449,195,457,7.8,36047031300,1
36047031401,Census Tract 314.01; Kings County; New York,47.2,5223,5223,38,81643,1007,821,5.7,4.0,1142,1142,35,25287,199,222,4.5,36047031401,5
36047031500,Census Tract 315; Kings County; New York,32.8,5316,5316,2375,88200,349,2115,11.3,2.1,769,769,501,15769,128,204,4.7,36047031500,4
36047031701,Census Tract 317.01; Kings County; New York,33.4,4558,4558,2689,104056,377,1207,12.4,3.2,816,816,796,24578,132,272,5.7,36047031701,4
36047031702,Census Tract 317.02; Kings County; New York,32.5,3918,3918,1504,107106,490,1123,6.7,1.6,615,615,444,8281,157,170,3.3,36047031702,5
36047031900,Census Tract 319; Kings County; New York,38.4,3175,3175,1333,89468,381,871,6.6,6.0,614,614,410,12025,190,163,4.8,36047031900,4
36047032100,Census Tract 321; Kings County; New York,35.2,5168,5168,2626,73949,177,2160,11.9,3.9,854,854,644,18296,119,275,6.3,36047032100,4
36047032300,Census Tract 323; Kings County; New York,38.2,3256,3256,2042,72353,325,1217,17.7,3.7,786,786,750,29821,184,146,9.4,36047032300,3
36047032500,Census Tract 325; Kings County; New York,32.3,6119,6119,4102,86282,77,2453,22.3,2.7,1128,1128,1112,21247,55,329,10.3,36047032500,3
36047032600,Census Tract 326; Kings County; New York,35.5,8110,8110,2859,37183,612,2196,45.3,5.4,1158,1158,687,16078,540,299,10.7,36047032600,10
36047032700,Census Tract 327; Kings County; New York,37.3,2687,2687,1513,68611,305,1047,12.7,4.0,546,546,542,29957,113,163,5.7,36047032700,5
36047032800,Census Tract 328; Kings County; New York,47.8,2917,2917,914,45603,528,636,22.2,7.0,418,418,230,16741,109,187,10.7,36047032800,4
36047032900,Census Tract 329; Kings County; New York,32.7,6033,6033,3085,92769,474,1691,18.1,7.2,1530,1530,707,26818,273,196,8.6,36047032900,1
36047033500,Census Tract 335; Kings County; New York,26.8,3221,3221,1127,80833,404,514,24.6,2.4,454,454,424,29672,93,138,11.6,36047033500,1
36047033900,Census Tract 339; Kings County; New York,36.4,4816,4816,2666,44947,530,1494,24.9,3.7,532,532,585,30939,178,178,8.2,36047033900,2
36047034200,Census Tract 342; Kings County; New York,38.5,6735,6735,2361,20706,165,2667,42.0,15.3,1336,1336,766,4624,193,189,10.9,36047034200,6
36047034300,Census Tract 343; Kings County; New York,38.1,4726,4726,3060,25083,204,1766,45.8,6.3,761,761,541,19587,125,242,13.9,36047034300,2
36047034500,Census Tract 345; Kings County; New York,32.6,2661,2661,1438,55774,279,758,15.3,2.7,656,656,443,17127,107,165,10.8,36047034500,4
36047034800,Census Tract 348; Kings County; New York,30.1,2491,2491,233,57750,99,718,17.1,3.9,407,407,148,30889,46,140,7.6,36047034800,5
36047034901,Census Tract 349.01; Kings County; New York,39.6,1996,1996,1329,50150,4,766,5.5,13.0,366,366,537,9573,44,193,7.4,36047034901,1
36047034902,Census Tract 349.02; Kings County; New York,33.6,4013,4013,3031,47444,165,1422,20.9,5.9,808,808,793,24474,102,363,8.6,36047034902,3
36047035101,Census Tract 351.01; Kings County; New York,29.0,1885,1885,1504,42429,29,658,26.4,5.0,488,488,554,13371,31,145,18.6,36047035101,6
36047035102,Census Tract 351.02; Kings County; New York,35.0,3179,3179,1536,41250,150,879,39.5,3.6,784,784,363,24725,114,105,18.5,36047035102,6
36047035200,Census Tract 352; Kings County; New York,71.4,1439,1439,281,12110,5,688,53.8,4.8,203,203,135,1675,8,187,12.6,36047035200,1
36047035301,Census Tract 353.01; Kings County; New York,31.3,2860,2860,1975,39688,40,1089,34.3,2.2,639,639,509,9439,45,168,13.8,36047035301,3
36047035400,Census Tract 354; Kings County; New York,58.7,5507,5507,115,56930,1397,1417,13.3,3.1,888,888,151,16723,333,266,5.6,36047035400,2
36047035500,Census Tract 355; Kings County; New York,40.0,5762,5762,3915,54005,40,2063,14.6,4.2,798,798,714,15404,38,222,6.7,36047035500,2
36047035701,Census Tract 357.01; Kings County; New York,34.2,2550,2550,1958,45296,52,962,30.9,2.9,387,387,363,10975,41,179,10.0,36047035701,1
36047035900,Census Tract 359; Kings County; New York,31.9,6127,6127,4328,67264,249,2115,22.6,2.3,691,691,816,15997,179,234,8.3,36047035900,8
36047036001,Census Tract 360.01; Kings County; New York,58.6,3108,3108,22,28952,325,1403,32.0,5.5,363,363,25,5129,92,185,8.9,36047036001,1
36047036002,Census Tract 360.02; Kings County; New York,58.5,4321,4321,141,38047,181,2008,26.8,7.2,623,623,166,12415,116,266,7.3,36047036002,5
36047036100,Census Tract 361; Kings County; New York,36.5,3025,3025,2208,21398,144,1095,40.1,8.7,514,514,318,2928,107,121,11.9,36047036100,4
36047036200,Census Tract 362; Kings County; New York,36.3,3860,3860,103,51768,345,1102,29.6,2.9,703,703,102,19992,133,260,9.5,36047036200,2
36047036300,Census Tract 363; Kings County; New York,33.9,5616,5616,4533,34916,411,1756,31.6,2.3,940,940,787,8139,174,261,12.0,36047036300,5
36047036502,Census Tract 365.02; Kings County; New York,24.1,1924,1924,1180,47279,58,476,36.2,4.0,498,498,494,30811,46,135,15.3,36047036502,1
36047036600,Census Tract 366; Kings County; New York,36.7,4146,4146,147,48075,306,937,30.2,5.9,826,826,125,7696,95,129,13.6,36047036600,6
36047036900,Census Tract 369; Kings County; New York,33.2,5666,5666,3103,38036,362,2123,29.5,4.5,803,803,631,9043,170,268,9.3,36047036900,8
36047037000,Census Tract 370; Kings County; New York,46.1,4184,4184,35,79688,942,460,17.7,5.5,551,551,39,24925,170,114,7.1,36047037000,2
36047037100,Census Tract 371; Kings County; New York,32.7,4935,4935,3571,98281,580,1080,12.1,2.3,692,692,856,17034,158,193,7.0,36047037100,2
36047037300,Census Tract 373; Kings County; New York,31.8,5391,5391,3223,71518,427,1480,27.7,4.0,707,707,652,12915,161,343,10.2,36047037300,2
36047037401,Census Tract 374.01; Kings County; New York,37.0,4602,4602,291,56667,557,1255,16.9,5.4,712,712,223,13854,187,195,7.5,36047037401,1
36047037402,Census Tract 374.02; Kings County; New York,44.9,5089,5089,353,57667,395,1717,16.0,13.0,825,825,251,20929,160,229,10.8,36047037402,1
36047037500,Census Tract 375; Kings County; New York,33.8,3711,3711,2084,80268,297,1223,18.3,3.7,539,539,457,23205,121,149,8.6,36047037500,7
36047037700,Census Tract 377; Kings County; New York,34.7,5042,5042,3187,77302,624,1258,20.2,4.7,691,691,788,30759,138,260,7.9,36047037700,2
36047037900,Census Tract 379; Kings County; New York,39.0,4819,4819,4021,49427,545,1065,27.9,5.8,755,755,784,13976,163,182,12.8,36047037900,4
36047038100,Census Tract 381; Kings County; New York,36.3,5497,5497,3171,56909,371,2104,23.2,1.7,588,588,639,15453,131,300,6.3,36047038100,4
36047038200,Census Tract 382; Kings County; New York,35.8,5599,5599,2724,20908,35,1874,49.6,8.0,824,824,846,5272,42,249,11.8,36047038200,1
36047038300,Census Tract 383; Kings County; New York,35.9,5250,5250,3574,82286,784,1378,19.4,4.4,797,797,668,9519,282,202,6.4,36047038300,3
36047038500,Census Tract 385; Kings County; New York,30.6,4701,4701,2769,90275,419,1080,16.0,3.8,1072,1072,911,13750,152,248,8.1,36047038500,6
36047038600,Census Tract 386; Kings County; New York,36.0,3123,3123,0,90219,444,596,17.5,9.2,705,705,13,27768,103,213,10.3,36047038600,12
36047038700,Census Tract 387; Kings County; New York,32.5,4632,4632,2632,76150,848,1081,29.1,3.8,875,875,584,35471,402,182,13.4,36047038700,7
36047038800,Census Tract 388; Kings County; New York,36.7,3996,3996,395,76221,463,1151,13.7,9.1,800,800,286,35773,243,203,8.3,36047038800,3
36047038900,Census Tract 389; Kings County; New York,32.6,3045,3045,439,83036,324,1009,24.2,4.3,551,551,177,17933,164,151,10.1,36047038900,6
36047039000,Census Tract 390; Kings County; New York,33.1,2456,2456,0,78088,493,245,12.4,4.4,414,414,13,17996,88,68,7.5,36047039000,2
36047039100,Census Tract 391; Kings County; New York,30.0,4759,4759,303,96870,89,1966,20.4,1.5,746,746,247,3986,116,273,8.2,36047039100,3
36047039200,Census Tract 392; Kings County; New York,32.0,3351,3351,348,54276,367,812,11.9,3.5,547,547,361,16054,110,247,9.1,36047039200,3
36047039300,Census Tract 393; Kings County; New York,29.3,4198,4198,616,98672,255,1276,13.9,1.5,787,787,203,34116,122,168,5.3,36047039300,3
36047039500,Census Tract 395; Kings County; New York,31.5,3676,3676,1352,52188,361,1475,24.1,1.2,522,522,428,47974,157,338,9.9,36047039500,4
36047039600,Census Tract 396; Kings County; New York,40.8,2028,2028,32,82868,323,356,11.8,6.2,396,396,33,21051,105,114,7.3,36047039600,1
36047039700,Census Tract 397; Kings County; New York,34.7,3010,3010,1221,79087,339,974,12.1,3.7,682,682,382,23506,122,200,6.9,36047039700,3
36047039800,Census Tract 398; Kings County; New York,37.5,3042,3042,0,81078,477,413,14.5,4.0,573,573,13,11633,167,86,6.9,36047039800,3
36047039900,Census Tract 399; Kings County; New York,30.9,4434,4434,1746,61543,351,1355,25.2,2.0,765,765,643,16484,122,264,7.8,36047039900,5
36047040000,Census Tract 400; Kings County; New York,42.8,2656,2656,39,56541,419,485,16.9,7.6,612,612,27,6078,143,124,7.7,36047040000,4
36047040100,Census Tract 401; Kings County; New York,34.5,3507,3507,1258,60750,394,869,35.6,3.8,602,602,423,18425,177,126,12.3,36047040100,4
36047040200,Census Tract 402; Kings County; New York,41.0,2702,2702,0,67986,421,420,20.5,7.0,397,397,13,30863,84,98,11.0,36047040200,4
36047040300,Census Tract 403; Kings County; New York,34.2,4426,4426,2439,86309,498,917,23.7,2.8,611,611,537,12131,154,157,9.2,36047040300,8
