LOCAL.HEALTH.UNIT,OPERATION.NAME,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR.TYPE,CREATION.DATE,LOCATION,LAT,LONG,ADDRESS,census_code,census_tract
NYC,FRIENDSHIP DELI & TOBACCO LLC,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3650 WHITE PLAINS ROAD BRONX, NY 10467 (40.880391673, -73.864356649)",40.880391673,-73.864356649,"3650 WHITE PLAINS ROAD BRONX, NY 10467 ",360050380003001,360050380003
NYC,SPEEDWAY LLC,GLENDALE,NY,11385,QUEENS,NEW YORK CITY,CONVENIENCE/GAS,07/10/2023,"80-07 CYPRESS AVENUE GLENDALE, NY 11385 (40.69411343, -73.896541648)",40.69411343,-73.896541648,"80-07 CYPRESS AVENUE GLENDALE, NY 11385 ",360810565001005,360810565001
NYC,534 FLATBUSH FOOD CORP,BROOKLYN,NY,11225,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"534 FLATBUSH  AVENUE BROOKLYN, NY 11225 (40.661045104, -73.961190262)",40.661045104,-73.961190262,"534 FLATBUSH  AVENUE BROOKLYN, NY 11225 ",360470327003002,360470327003
NYC,"WOODSIDE DELI & GROCERY, INC.",ELMHURST,NY,11373,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"77-02 WOODSIDE AVENUE ELMHURST, NY 11373 (40.743457359, -73.887838132)",40.743457359,-73.887838132,"77-02 WOODSIDE AVENUE ELMHURST, NY 11373 ",360810481001001,360810481001
NYC,LITTLE YEMEN GIFT SHOP CORPORATION,BRONX,NY,10462,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"664 MORRIS PARK AVENUE BRONX, NY 10462 (40.844873945, -73.8671065)",40.844873945,-73.8671065,"664 MORRIS PARK AVENUE BRONX, NY 10462 ",360050236002001,360050236002
NYC,THE GAS HUB LLC,QUEENS,NY,11434,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"11543 SUTPHIN  BOULEVARD QUEENS, NY 11434 (40.683659981, -73.792414858)",40.683659981,-73.792414858,"11543 SUTPHIN  BOULEVARD QUEENS, NY 11434 ",360810272001003,360810272001
NYC,AIRPORT ENTERPRISES INC,JAMAICA,NY,11436,QUEENS,NEW YORK CITY,GAS STATION,07/10/2023,"133-44 150TH STREET JAMAICA, NY 11436 (40.667206473, -73.789654949)",40.667206473,-73.789654949,"133-44 150TH STREET JAMAICA, NY 11436 ",360810788002005,360810788002
NYC,THE STOP & SHOP SUPERMARKET COMPANY LLC,STATEN ISLAND,NY,10312,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4343 AMBOY ROAD STATEN ISLAND, NY 10312 (40.546067227, -74.160446876)",40.546067227,-74.160446876,"4343 AMBOY ROAD STATEN ISLAND, NY 10312 ",360850146044009,360850146044
NYC,"AMERICAN ALBANIAN GROCERY DELI, INC.",BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"745 ASTOR AVENUE BRONX, NY 10467 (40.85972345, -73.865760702)",40.85972345,-73.865760702,"745 ASTOR AVENUE BRONX, NY 10467 ",360050330003000,360050330003
NYC,WELLSPRING OF BROOKLYN INC.,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,CONVENIENCE/GAS,07/10/2023,"32 HIGHLAND BOULEVARD BROOKLYN, NY 11207 (40.679209484, -73.899382946)",40.679209484,-73.899382946,"32 HIGHLAND BOULEVARD BROOKLYN, NY 11207 ",360471142012012,360471142012
NYC,QUEENS CLOUDS INC.,QUEENS,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1207 JACKSON AVENUE QUEENS, NY 11101 (40.743762208, -73.950654126)",40.743762208,-73.950654126,"1207 JACKSON AVENUE QUEENS, NY 11101 ",360810007012002,360810007012
NYC,BUHRE SMOKE ZONE INC,BRONX,NY,10461,BRONX,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"3040 BUHRE AVENUE BRONX, NY 10461 (40.84740574, -73.83085963)",40.84740574,-73.83085963,"3040 BUHRE AVENUE BRONX, NY 10461 ",360050266022003,360050266022
NYC,AVE U SUPPLIES CORP,BROOKLYN,NY,11229,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3102 AVENEU U BROOKLYN, NY 11229 (40.601600235, -73.935132878)",40.601600235,-73.935132878,"3102 AVENEU U BROOKLYN, NY 11229 ",360470568001004,360470568001
NYC,EXOTIC AVE LLC,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"418 NEW LOTS  AVENUE BROOKLYN, NY 11207 (40.662175571, -73.89197963)",40.662175571,-73.89197963,"418 NEW LOTS  AVENUE BROOKLYN, NY 11207 ",360471128002003,360471128002
NYC,166 STREET DELI CORP.,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"156 WEST 166TH STREET BRONX, NY 10452 (40.835779873, -73.928618857)",40.835779873,-73.928618857,"156 WEST 166TH STREET BRONX, NY 10452 ",360050193004002,360050193004
NYC,132 EXPRESS DELI 1 INC,BROOKLYN,NY,11206,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"132 GRAHAM AVENUE BROOKLYN, NY 11206 (40.706029311, -73.942818304)",40.706029311,-73.942818304,"132 GRAHAM AVENUE BROOKLYN, NY 11206 ",360470493024001,360470493024
NYC,161 STATIONERY & MORE INC,BRONX,NY,10451,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"90 EAST 161ST STREET BRONX, NY 10451 (40.82710234, -73.92450988)",40.82710234,-73.92450988,"90 EAST 161ST STREET BRONX, NY 10451 ",360050063011004,360050063011
NYC,"HG-KCGI-TEI JFK T8, JV (DBA) HUDSON",JAMAICA,NY,11430,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1 INT'L AIRPORT TRE JAMAICA, NY 11430 (40.64459, -73.79436)",40.64459,-73.79436,"1 INT'L AIRPORT TRE JAMAICA, NY 11430 ",360810716001005,360810716001
NYC,FUTURE CONVENIENCE STORE INC.,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"414 ROCKAWAY AVENUE BROOKLYN, NY 11212 (40.669994965, -73.910965647)",40.669994965,-73.910965647,"414 ROCKAWAY AVENUE BROOKLYN, NY 11212 ",360470924001000,360470924001
NYC,"SANAT CARDS & GIFTS, INC.",OAKLAND GARDENS,NY,11364,QUEENS,NEW YORK CITY,DISCOUNT STORE,07/10/2023,"214-24 73RD AVENUE OAKLAND GARDENS, NY 11364 (40.740382248, -73.759147336)",40.740382248,-73.759147336,"214-24 73RD AVENUE OAKLAND GARDENS, NY 11364 ",360811291031001,360811291031
NYC,JM DELI & GRILL INC.,BROOKLYN,NY,11211,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"282 BROADWAY BROOKLYN, NY 11211 (40.70853281800004, -73.95861475399994)",40.708532818,-73.9586147539999,"282 BROADWAY BROOKLYN, NY 11211 ",360470525001005,360470525001
NYC,CONDUIT GAS & MART INC,BROOKLYN,NY,11208,BROOKLYN,NEW YORK CITY,GAS STATION,07/10/2023,"586 CONDUIT BOULEVARD BROOKLYN, NY 11208 (40.676227245, -73.86809196)",40.676227245,-73.86809196,"586 CONDUIT BOULEVARD BROOKLYN, NY 11208 ",360471200001003,360471200001
NYC,LAMBS BREAD CAFE & INFUSED BAKERY,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2128 2 AVENUE NEW YORK, NY 10029 (40.792780752, -73.940647055)",40.792780752,-73.940647055,"2128 2 AVENUE NEW YORK, NY 10029 ",360610180001002,360610180001
NYC,MUKTI 166 PETROLEUM INC.,HOLLIS,NY,11423,QUEENS,NEW YORK CITY,GAS STATION,07/10/2023,"19629 HILLSIDE AVENUE HOLLIS, NY 11423 (40.71827305, -73.766223003)",40.71827305,-73.766223003,"19629 HILLSIDE AVENUE HOLLIS, NY 11423 ",360810478012005,360810478012
NYC,NICK'S DELI & GRILL INC,STATEN ISLAND,NY,10303,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"109 VAN PELT AVENUE STATEN ISLAND, NY 10303 (40.63366809, -74.154967458)",40.63366809,-74.154967458,"109 VAN PELT AVENUE STATEN ISLAND, NY 10303 ",360850231003002,360850231003
NYC,"YOUN, HYANG SIK",FLUSHING,NY,11367,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"149-17A UNION TURNPIKE FLUSHING, NY 11367 (40.718917367, -73.813242546)",40.718917367,-73.813242546,"149-17A UNION TURNPIKE FLUSHING, NY 11367 ",360810779043002,360810779043
NYC,BLUEPRINT GUMBO LLC,BROOKLYN,NY,11206,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"118 MARCUS GARVEY BOULEVARD BROOKLYN, NY 11206 (40.694561359, -73.940487883)",40.694561359,-73.940487883,"118 MARCUS GARVEY BOULEVARD BROOKLYN, NY 11206 ",360470283003001,360470283003
NYC,BHAVATI CORP.,BRONX,NY,10462,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1583 UNIONPORT ROAD BRONX, NY 10462 (40.839555837, -73.862071072)",40.839555837,-73.862071072,"1583 UNIONPORT ROAD BRONX, NY 10462 ",360050216025001,360050216025
NYC,BRIGHTON ORGANIC AND SMOKE SHOP CORP,BROOKLYN,NY,11235,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"3153 CONEY ISLAND AVENUE BROOKLYN, NY 11235 (40.579208769, -73.959540703)",40.579208769,-73.959540703,"3153 CONEY ISLAND AVENUE BROOKLYN, NY 11235 ",360470610031000,360470610031
NYC,MAKEY DELI GROCERY # 1 INC.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2704 3RD AVENUE BRONX, NY 10454 (40.813587569, -73.922071333)",40.813587569,-73.922071333,"2704 3RD AVENUE BRONX, NY 10454 ",360050041004000,360050041004
NYC,PUSH CONVENIENCE CORP,QUEENS,NY,11367,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"7102 KISSENA BOULEVARD QUEENS, NY 11367 (40.729545327, -73.815315139)",40.729545327,-73.815315139,"7102 KISSENA BOULEVARD QUEENS, NY 11367 ",360810779061002,360810779061
NYC,LOVE & PEACE CONVENIENCE CORP,BRONX,NY,10458,BRONX,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"2513 WEBSTER AVENUE BRONX, NY 10458 (40.861389311, -73.891963285)",40.861389311,-73.891963285,"2513 WEBSTER AVENUE BRONX, NY 10458 ",360050399021000,360050399021
NYC,BHAKTI DELI AND CONVENIENCE INC,BRONX,NY,10461,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2959 MIDDLETOWN ROAD BRONX, NY 10461 (40.843954576, -73.830647065)",40.843954576,-73.830647065,"2959 MIDDLETOWN ROAD BRONX, NY 10461 ",360050266023007,360050266023
NYC,HY-JOE TOBACCO & GROCERY CO. INC,STATEN ISLAND,NY,10305,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1441 HYLAN BOULEVARD STATEN ISLAND, NY 10305 (40.593283703, -74.087160376)",40.593283703,-74.087160376,"1441 HYLAN BOULEVARD STATEN ISLAND, NY 10305 ",360850096012015,360850096012
NYC,Q & Y INC,BROOKLYN,NY,11223,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"122 AVENUE S BROOKLYN, NY 11223 (40.60074166900006, -73.98107180099998)",40.6007416690001,-73.981071801,"122 AVENUE S BROOKLYN, NY 11223 ",360470406003000,360470406003
NYC,THE STOP & SHOP SUPERMARKET COMPANY,BROOKLYN,NY,11217,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"625 ATLANTIC AVENUE BROOKLYN, NY 11217 (40.683679972, -73.975573775)",40.683679972,-73.975573775,"625 ATLANTIC AVENUE BROOKLYN, NY 11217 ",360470035001004,360470035001
NYC,GREEN SMOKE SHOP INC,BROOKLYN,NY,11208,BROOKLYN,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"1098 LIBERTY AVENUE BROOKLYN, NY 11208 (40.67838152, -73.868683974)",40.67838152,-73.868683974,"1098 LIBERTY AVENUE BROOKLYN, NY 11208 ",360471188003002,360471188003
NYC,OSCAR DELI GROCERY CORP.,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"750 EAST 149TH STREET BRONX, NY 10455 (40.812874311, -73.908070872)",40.812874311,-73.908070872,"750 EAST 149TH STREET BRONX, NY 10455 ",360050035003001,360050035003
GLENS FALLS DO,UP IN SMOKE,QUEENSBURY,NY,12804,QUEENSBURY,WARREN,RETAIL ELECTRONIC CIGARETTE STORE,07/10/2023,"717 GLEN STREET QUEENSBURY, NY 12804 (43.327845737, -73.668402031)",43.327845737,-73.668402031,"717 GLEN STREET QUEENSBURY, NY 12804 ",361130707014007,361130707014
NYC,SAQR DELI GROCERY INC,BRONX,NY,10453,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"24 WEST BURNSIDE AVENUE BRONX, NY 10453 (40.853700717, -73.908464151)",40.853700717,-73.908464151,"24 WEST BURNSIDE AVENUE BRONX, NY 10453 ",360050243001000,360050243001
NYC,SKILLMAN CONVENIENCE INC,SUNNYSIDE,NY,11104,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"41-01 48TH STREET SUNNYSIDE, NY 11104 (40.746151386, -73.916037369)",40.746151386,-73.916037369,"41-01 48TH STREET SUNNYSIDE, NY 11104 ",360810253014001,360810253014
NYC,MARCY GROCERY & NEWS INC.,BROOKLYN,NY,11211,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"300 BROADWAY BROOKLYN, NY 11211 (40.70835881, -73.95810941)",40.70835881,-73.95810941,"300 BROADWAY BROOKLYN, NY 11211 ",360470525001005,360470525001
NYC,MIKE DELI & GRILL CORP,BROOKLYN,NY,11206,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"200 GRAHAM AVENUE BROOKLYN, NY 11206 (40.708691194, -73.943263383)",40.708691194,-73.943263383,"200 GRAHAM AVENUE BROOKLYN, NY 11206 ",360470493021001,360470493021
NYC,LUSTY SMOKE CORP,MANHATTAN,NY,10012,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"647 BROADWAY MANHATTAN, NY 10012 (40.726823514, -73.995786483)",40.726823514,-73.995786483,"647 BROADWAY MANHATTAN, NY 10012 ",360610055011004,360610055011
NYC,MAMBA CITY CURB 2 INC,MANHATTAN,NY,10002,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"188 ORCHARD STREET MANHATTAN, NY 10002 (40.722052912, -73.988113941)",40.722052912,-73.988113941,"188 ORCHARD STREET MANHATTAN, NY 10002 ",360610030011001,360610030011
NYC,WEST 6 SNACKS INC,BROOKLYN,NY,11204,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1313 SOUTHWEST 6TH STREET BROOKLYN, NY 11204 (40.612894171, -73.980412564)",40.612894171,-73.980412564,"1313 SOUTHWEST 6TH STREET BROOKLYN, NY 11204 ",360470432001000,360470432001
NYC,WILLYS GROCERY STORE INC,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"699 BECK STREET BRONX, NY 10455 (40.815131851, -73.900355247)",40.815131851,-73.900355247,"699 BECK STREET BRONX, NY 10455 ",360050083002000,360050083002
NYC,SUPER GOURMET DELI INC,BROOKLYN,NY,11209,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"7223 5 AVENUE BROOKLYN, NY 11209 (40.631042794, -74.021842971)",40.631042794,-74.021842971,"7223 5 AVENUE BROOKLYN, NY 11209 ",360470130003001,360470130003
NYC,213 CONVENIENCE & MORE INC,MANHATTAN,NY,10014,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"213B AVENUE OF THE AMERICAS MANHATTAN, NY 10014 (40.727633644, -74.003235565)",40.727633644,-74.003235565,"213B AVENUE OF THE AMERICAS MANHATTAN, NY 10014 ",360610037002005,360610037002
NYC,"LIC STAR, INC.",LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,CONVENIENCE/GAS,07/10/2023,"47-15 115TH STREET LONG ISLAND CITY, NY 11101 (40.74564, -73.948185)",40.74564,-73.948185,"47-15 115TH STREET LONG ISLAND CITY, NY 11101 ",360810007022003,360810007022
NYC,QUICK STOP 1 MINI MARKET CORP,BRONX,NY,10462,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"685 MORRIS PARK AVENUE BRONX, NY 10462 (40.845295135, -73.866544996)",40.845295135,-73.866544996,"685 MORRIS PARK AVENUE BRONX, NY 10462 ",360050236001000,360050236001
NYC,SHREE CONVENIENCE INC.,JAMAICA,NY,11432,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"169-07 HILLSIDE AVENUE JAMAICA, NY 11432 (40.711031002, -73.792600601)",40.711031002,-73.792600601,"169-07 HILLSIDE AVENUE JAMAICA, NY 11432 ",360810458001010,360810458001
NYC,DAWOUD DELI AND GROCERY CORP,BRONX,NY,1045,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1126 WESTCHESTER AVENUE BRONX, NY 1045 (40.82557038, -73.889819278)",40.82557038,-73.889819278,"1126 WESTCHESTER AVENUE BRONX, NY 1045 ",360050121021003,360050121021
NYC,ZEE CONVENIENCE & MORE INC.,MANHATTAN,NY,10009,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"208 AVENUE A MANHATTAN, NY 10009 (40.729572946, -73.980793019)",40.729572946,-73.980793019,"208 AVENUE A MANHATTAN, NY 10009 ",360610034001001,360610034001
NYC,KINGS CONVENIENCE STORE INC,BROOKLYN,NY,11229,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1311 KINGS HIGHWAY BROOKLYN, NY 11229 (40.608327878, -73.959647405)",40.608327878,-73.959647405,"1311 KINGS HIGHWAY BROOKLYN, NY 11229 ",360470554003000,360470554003
NYC,TRONCOSO DELI GROCERY CORP,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"590 SOUTHERN  BOULEVARD BRONX, NY 10455 (40.812640875, -73.901801712)",40.812640875,-73.901801712,"590 SOUTHERN  BOULEVARD BRONX, NY 10455 ",360050083005000,360050083005
NYC,AMADIZ CIGARS INC,BRONX,NY,10464,BRONX,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"470 CITY ISLAND AVENUE BRONX, NY 10464 (40.851426875, -73.788443512)",40.851426875,-73.788443512,"470 CITY ISLAND AVENUE BRONX, NY 10464 ",360050516011009,360050516011
NYC,VALAM FOOD INC,FLUSHING,NY,11355,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"156-18 145TH AVENUE FLUSHING, NY 11355 (40.75074, -73.823235)",40.75074,-73.823235,"156-18 145TH AVENUE FLUSHING, NY 11355 ",360810845001000,360810845001
NYC,37TH AVE. GROCERY INC.,JACKSON HEIGHTS,NY,11372,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"82-06 37TH AVENUE JACKSON HEIGHTS, NY 11372 (40.749673671, -73.883988491)",40.749673671,-73.883988491,"82-06 37TH AVENUE JACKSON HEIGHTS, NY 11372 ",360810283003001,360810283003
NYC,"HU, XIAN LI & KONG PING",FOREST HILLS,NY,11375,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"103-01 QUEENS BOULEVARD FOREST HILLS, NY 11375 (40.725071864, -73.849969028)",40.725071864,-73.849969028,"103-01 QUEENS BOULEVARD FOREST HILLS, NY 11375 ",360810713033000,360810713033
NYC,SPEEDWAY LLC DBA:SPEEDWAY #07826,JAMAICA,NY,11435,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"14827 LIBERTY AVENUE JAMAICA, NY 11435 (40.697795055, -73.802870947)",40.697795055,-73.802870947,"14827 LIBERTY AVENUE JAMAICA, NY 11435 ",360810208002014,360810208002
NYC,"KO, KYUN JOOK",STATEN ISLAND,NY,10302,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"341 HEBERTON AVENUE STATEN ISLAND, NY 10302 (40.632622321, -74.134029296)",40.632622321,-74.134029296,"341 HEBERTON AVENUE STATEN ISLAND, NY 10302 ",360850213001003,360850213001
NYC,FLATLAND DELI GROCERY CORP.,BROOKLYN,NY,11236,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"911 EAST 107TH STREET BROOKLYN, NY 11236 (40.648433483, -73.892469971)",40.648433483,-73.892469971,"911 EAST 107TH STREET BROOKLYN, NY 11236 ",360470984001000,360470984001
NYC,BAYLOR GROCERY INC.,FLUSHING,NY,11354,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"14118 NORTHERN BOULEVARD FLUSHING, NY 11354 (40.764310486, -73.825124313)",40.764310486,-73.825124313,"14118 NORTHERN BOULEVARD FLUSHING, NY 11354 ",360810865001000,360810865001
NYC,RAGTIME NEWSTAND & LOTTO INC.,HOWARD BEACH,NY,11414,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"157-52 CROSS BAY BOULEVARD HOWARD BEACH, NY 11414 (40.661109602, -73.840768297)",40.661109602,-73.840768297,"157-52 CROSS BAY BOULEVARD HOWARD BEACH, NY 11414 ",360810892012003,360810892012
NYC,N & N DELI AND GRILL INC,SOUTH OZONE PARK,NY,11420,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"11628 ROCKAWAY BOULEVARD SOUTH OZONE PARK, NY 11420 (40.676337215, -73.821370226)",40.676337215,-73.821370226,"11628 ROCKAWAY BOULEVARD SOUTH OZONE PARK, NY 11420 ",360810840003001,360810840003
NYC,J & O VAPE PLUS CORPORATION,MANHATTAN,NY,10029,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"209 EAST 116TH STREET MANHATTAN, NY 10029 (40.797802476, -73.939262533)",40.797802476,-73.939262533,"209 EAST 116TH STREET MANHATTAN, NY 10029 ",360610188003001,360610188003
NYC,LA PRESION DELI GROCERY CORP,BRONX,NY,10458,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"269  EAST 188TH  STREET BRONX, NY 10458 (40.860926547, -73.89555074)",40.860926547,-73.89555074,"269  EAST 188TH  STREET BRONX, NY 10458 ",360050399024000,360050399024
NYC,EAST SIDE SMOKE SHOP INC.,MANHATTAN,NY,10128,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1680 1ST AVENUE MANHATTAN, NY 10128 (40.77795195, -73.948368548)",40.77795195,-73.948368548,"1680 1ST AVENUE MANHATTAN, NY 10128 ",360610144022000,360610144022
NYC,61ST BIG APPLE DELI GROCERY CORP,MASPETH,NY,11378,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"61-01 GRAND AVENUE MASPETH, NY 11378 (40.722045871, -73.904269679)",40.722045871,-73.904269679,"61-01 GRAND AVENUE MASPETH, NY 11378 ",360810521002000,360810521002
NYC,YANA FOODS INC,ELMHURST,NY,11373,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"91-14 CORONA AVENUE ELMHURST, NY 11373 (40.742366412, -73.873017251)",40.742366412,-73.873017251,"91-14 CORONA AVENUE ELMHURST, NY 11373 ",360810461001001,360810461001
NYC,"NILKANTH DELI AND GROCERY, INC",MIDDLE VILLAGE,NY,11379,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"75-51 67TH DRIVE MIDDLE VILLAGE, NY 11379 (40.711755702, -73.875548334)",40.711755702,-73.875548334,"75-51 67TH DRIVE MIDDLE VILLAGE, NY 11379 ",360810619002006,360810619002
NYC,"EZ GROCERY, INC.",BROOKLYN,NY,11232,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4021 7TH AVENUE BROOKLYN, NY 11232 (40.647531045, -74.000422263)",40.647531045,-74.000422263,"4021 7TH AVENUE BROOKLYN, NY 11232 ",360470090011003,360470090011
NYC,SHREE GANESHA 515 INC,NEW YORK,NY,10022,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"515 MADISON  AVENUE NEW YORK, NY 10022 (40.759672653, -73.973785832)",40.759672653,-73.973785832,"515 MADISON  AVENUE NEW YORK, NY 10022 ",360610102001002,360610102001
NYC,"63-28 99TH ST. FARM, LTD.",REGO PARK,NY,11374,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"63-28 99TH STREET REGO PARK, NY 11374 (40.732202223, -73.85706959)",40.732202223,-73.85706959,"63-28 99TH STREET REGO PARK, NY 11374 ",360810717014000,360810717014
NYC,A-1 GROCERY STOP INC,BRONX,NY,10461,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3124 EAST TREMONT AVENUE BRONX, NY 10461 (40.838112347, -73.835262393)",40.838112347,-73.835262393,"3124 EAST TREMONT AVENUE BRONX, NY 10461 ",360050194001009,360050194001
NYC,M A M ENTERPRISE 1 INC,BROOKLYN,NY,11206,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"317 BUSHWICK AVENUE BROOKLYN, NY 11206 (40.705407374, -73.939298575)",40.705407374,-73.939298575,"317 BUSHWICK AVENUE BROOKLYN, NY 11206 ",360470485001019,360470485001
NYC,FAST CORNER CORP,BROOKLYN,NY,11213,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1122 EASTERN PARKWAY BROOKLYN, NY 11213 (40.668431949, -73.931394943)",40.668431949,-73.931394943,"1122 EASTERN PARKWAY BROOKLYN, NY 11213 ",360470351021001,360470351021
NYC,1624 FRUIT GARDEN DELI CORP,BROOKLYN,NY,11235,BROOKLYN,NEW YORK CITY,DELICATESSEN,07/10/2023,"1624 SHEEPSHEAD BAY ROAD BROOKLYN, NY 11235 (40.586795733, -73.952683887)",40.586795733,-73.952683887,"1624 SHEEPSHEAD BAY ROAD BROOKLYN, NY 11235 ",360470606001001,360470606001
NYC,BOLLA OPERATING CORP,STATEN ISLAND,NY,10312,STATEN ISLAND,NEW YORK CITY,CONVENIENCE/GAS,07/10/2023,"868 ARTHUR KILL ROAD STATEN ISLAND, NY 10312 (40.560747711, -74.169263213)",40.560747711,-74.169263213,"868 ARTHUR KILL ROAD STATEN ISLAND, NY 10312 ",360850146071002,360850146071
NYC,HIGH LIFE CONVENIENCE CORP,BROOKLYN,NY,11229,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1709 AVENEU U BROOKLYN, NY 11229 (40.599135153, -73.954026344)",40.599135153,-73.954026344,"1709 AVENEU U BROOKLYN, NY 11229 ",360470580001000,360470580001
